type,quantile,value,target,forecast_date,target_end_date,location
quantile,0.025,2380282.53125,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.05,2395265.9125,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.1,2410570.85,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.15,2418861.45,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.2,2428238.85,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.25,2450769.1875,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.3,2466477.575,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.35,2483426.85,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.4,2493605.15,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.45,2502421.8375,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.5,2514012.5,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.55,2527057.675,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.6,2536412.25,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.65,2546568.5625,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.7,2553797.45,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.75,2558549.75,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.8,2565660.0,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.85,2584938.975,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.9,2604270.075,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.95,2664812.825,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.975,2685002.59375,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.99,2719445.5975,40.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-08-28,New York State
quantile,0.01,2358650.0975,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.025,2383221.78125,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.05,2398475.7875,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.1,2413754.8,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.15,2421777.225,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.2,2431133.95,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.25,2453704.875,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.3,2469022.475,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.35,2486096.425,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.4,2496561.25,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
quantile,0.45,2505098.6125,50.0 days ahead cum model_0/Cumulative_hosp_state,2021-07-19,2021-09-07,New York State
