type,quantile,value,target,forecast_date,target_end_date,location
quantile,0.1,137516.715625,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.15,137574.3875,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.2,137596.725,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.25,137631.65234375,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.3,137663.575,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.35,137682.4796875,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.4,137714.9625,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.45,137732.0765625,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.5,137769.8359375,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.55,137819.5984375,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.6,137859.1875,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.65,137915.7421875,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.7,137939.10625,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.75,137985.28515625,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.8,138039.30625,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.85,138095.29453125,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.9,138191.9359375,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.95,138402.40234375,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.975,138472.223046875,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.99,138512.76546875,10.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-19,New York State
quantile,0.01,137495.80921875,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.025,137524.5953125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.05,137584.87890625,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.1,137658.996875,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.15,137729.053125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.2,137769.0125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.25,137812.67578125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.3,137858.6609375,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.35,137906.10625,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.4,137926.725,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.45,137968.51796875,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.5,138043.140625,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.55,138099.6203125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.6,138151.3,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.65,138218.24765625,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.7,138278.403125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.75,138336.76171875,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.8,138381.175,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.85,138513.684375,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.9,138693.63125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.95,139215.64296875,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.975,139414.951953125,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.99,139827.25234375,20.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-08-29,New York State
quantile,0.01,137536.515,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.025,137570.958203125,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.05,137656.59296875,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.1,137724.45,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.15,137799.82578125,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.2,137860.253125,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.25,137926.56640625,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.3,137984.6484375,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
quantile,0.35,138044.884375,30.0 days ahead cum model_0/Cumulative_hosp_state,2021-08-09,2021-09-08,New York State
